alpha,sigma
2.2422341908171726,7.04822334033904
3.668026217792407,7.906944252379401
3.37462239474117,6.7178182459276945
3.0429700075628956,7.597578697343506
2.8076152451890137,6.551936731761892
3.5721415415467517,7.065505123837086
2.312540970119133,7.189884964604613
2.6845716684956393,7.312147479522386
3.5558925116385316,6.568422595314295
2.930570199483646,6.75452515994235
2.9429948921151,6.752357349505403
3.8404220482295637,6.802215608310826
2.5201690529315233,7.9720612829526045
2.853072174647627,6.570575316739318
2.328851018071642,7.1273793583447995
2.0752739930833717,7.77959120075353
3.740284362797069,7.062972214005539
3.2161635979308163,7.22479317920353
3.115929032486816,6.507438206275522
2.5620049646689873,7.763778932630695
3.111600218861597,7.329076452558961
2.9214451627028617,7.337576240834645
2.4170519817478424,6.640702123488911
3.345123429365759,7.152393811772171
2.9309042081225813,6.6806993532675785
2.3255199536902986,6.8187864899207185
2.368585214118754,7.038509000970836
2.240307628012054,7.8838226732196395
2.773058321257039,7.885288399338624
2.899975478222478,7.00351844205505
2.1467115974469264,7.344747540596765
2.5898249586666484,6.606382011518647
3.52094159982166,7.431095889694586
3.0524090300884406,7.287585197931958
3.29042769570476,8.111189702877246
2.398697611468874,8.117060783532933
3.331684463850822,7.4635758653590285
2.922799177396096,7.444272647975029
3.6972742274734194,6.532046605626922
3.0194673220870065,7.168899082080596
3.4954046344050798,6.553065343526066
4.257582374516279,7.103550369261844
1.9905001953239452,7.666368739955663
2.145614881903407,6.744594014778439
2.685603456436871,6.366569070082643
3.041806411931903,7.209298538400166
2.5593413325805843,7.124863935027564
2.5615754037922027,6.538906101546117
3.532693323851809,6.304833821135597
3.655259221672028,6.989544525098548
2.7854570536910632,7.467594579507095
4.228119884194776,7.423947415067636
2.3971979516698534,7.312973398490864
3.688667324018336,6.849675816312005
3.0695348752947718,7.058463267411771
2.4469061572902304,6.725698181270335
3.250217207384625,6.4630095268093735
3.0719166228970365,7.6313623683913425
3.0093012204293115,7.7842272352750665
3.440553734530544,6.608108809121689
2.358671119213114,7.713325301791105
2.284136738149594,8.752702209827431
3.403164948041223,7.716785743205469
3.611773212672496,7.060174762414836
3.016524847514667,7.66569095523902
3.6756543322848865,7.388302157250802
3.966048852742377,7.022678277819861
3.9042226363595067,7.79033536986808
2.6438759976848183,8.327089098443379
3.5628287467959976,7.320554243663839
2.75780416259159,7.228299152775183
3.0590866432977757,7.37342638014635
3.3786359623170084,5.928828870591826
2.7166230903686666,7.11818866696664
2.9569967002475774,7.6628676619766685
2.4087432002636944,7.67230943561271
3.9904771562736876,7.534408150745035
3.4038071279960027,7.971479114661639
3.0935667967469525,7.846736442513453
2.5272553534779254,7.403983691478426
3.5298169792779093,6.927395906986115
4.7042913411788785,7.036652073184745
4.154282200111207,7.345305395726757
2.4760825794311603,7.520719456132815
2.9685573203856515,7.176783704685591
2.2609250484542867,7.008561773159787
3.101600637231464,6.471291893333255
2.8490608239333257,7.164224858168808
2.6413621396730744,7.985975313104766
3.515042175007186,7.197329285966816
3.4986699905078655,7.050488889000898
3.009413713666702,7.36194575557286
3.8963290957848726,7.078864909552753
2.3382978315433585,6.596021479994346
2.3058018033740053,7.876862482079437
3.041858074280268,7.095222042618378
2.2022629781452467,8.441709995429731
3.345220383539391,6.745885158623782
2.761857615539205,7.656139981646673
3.5128021385861468,7.098835496671311
4.223712511896433,6.6372269546541975
4.111059409769891,6.609423472114123
3.3046483830869118,6.6162408241721105
2.5555178022619662,8.162573856229614
2.032275964093158,7.736097801375188
2.948950372932388,8.33519612687258
3.5238046768501903,6.425700699816249
3.721926436206737,7.011331536555618
3.0673059838163343,6.581752161738268
3.0403821552257138,7.578178334418724
2.082433462733705,8.117015187092917
2.1611003496626537,7.819774252892813
2.7189569816898334,6.9341164332097325
3.9779839346097994,6.86352076158192
1.8156229270203053,8.228104365095135
3.0701412336087475,6.4830774709021375
3.3139053222776162,6.583856600105822
2.963054956070828,6.983663671296151
3.071978569509999,6.456910026478987
3.2396996951973716,6.927520045368615
3.3947914332150537,7.036617280904121
2.912696443403827,7.675526929031813
3.318401264938033,6.675227462953228
2.7436941788330076,7.199783285989641
3.1769532712299053,7.193328777183962
3.275014601097432,7.088322255840614
2.99993682684625,7.424134416959935
2.783449546340445,7.749101326537487
3.667428025086347,6.911255052346872
3.470970836684693,7.1596646043559256
2.7306059266677343,7.281432896400411
3.7148802116095796,7.062731960109791
3.8701585356270307,6.686566732803851
2.687228460292616,6.930875839354675
3.048667446326677,6.418792454203348
3.24844197328056,8.172970449757413
2.5355949837132323,7.208272656853924
2.533830156401271,7.146507725311943
3.2300789364151266,7.454220527286009
2.636618193821271,6.793254472826662
3.087162628222726,7.593190258784237
3.044513254818502,7.7475139303417
3.2605765171726047,7.038886463755484
2.228850434813212,8.948402076367211
2.4652136731299867,6.42097047000273
2.5733493179237747,7.64407755036831
2.8313575299495812,7.981868076862696
3.200154225292546,7.698397575286818
2.925427279697016,7.437667534534916
2.5240103881147715,7.114724120395631
3.4548277599904806,7.811897667611108
2.3087665903114836,8.384129978201058
2.4461332863213547,7.281570669812401
3.1909732334434215,7.214081047826878
3.7168373778388104,7.689436134234672
2.2172109920070677,8.435690033334621
3.6770737464319714,6.4956893406233025
2.8740080282187326,8.036622250298768
1.8400556285059722,8.932115670988905
2.31905314814019,7.273514350875383
3.5385154437193935,7.367706649953267
2.0165826920100867,7.416050911900738
2.2687801240120145,7.541706128324054
3.1536949405348973,7.3953646356505525
3.0769446920134347,6.600441893229072
2.98439724076434,7.210904010487161
2.236655059612582,7.576836622424404
2.6269215327366586,8.444263518050938
4.130952629915178,7.096358642540926
3.150905252298216,7.051609719661279
1.8632580911824603,7.617773755179763
3.203680622952833,6.233589027916608
2.4983000246699407,6.882241211982271
2.7888729389375726,7.646525221410846
2.9187427261548224,7.986270249643714
4.695813223541101,6.863917400916017
3.1408842801703765,7.408976426221375
3.182472441327018,6.543298977489432
2.437632048389895,6.7918460616687435
2.5122220777885986,6.859489254722037
2.526137421057072,7.443620844777623
3.251325173009093,6.027861830508544
2.658211983962609,8.056465515015745
2.9697421534879793,6.7882266783434
3.145395293609455,7.19508959314788
3.200983824079856,6.684481188240667
3.0053813864110643,7.360937134093958
3.01475976054805,6.997234033633847
3.975708471849721,6.928541364296854
2.8738861788065897,7.121704205064717
3.2251345918739722,7.8358667573074765
2.9406131043046018,7.486337447942029
2.0815434760351583,6.975999297172118
2.1619259543779794,7.2059716418279915
3.152453011751366,7.2910348467858554
2.6679876541287317,6.9374434077733165
2.874845228813899,7.578786298204988
2.830407765640856,7.1637025444566635
3.3018334346487017,6.855104431839681
2.612177507447489,7.6496676338983205
3.3232114727069826,7.658435327762048
3.781898925523015,6.59253167349726
2.894081766759207,6.694290809920598
2.5082632728106313,8.562348954608094
2.711440811601998,6.312665936035886
2.0463919846625447,6.951773126254992
3.5569259993474405,6.958139104087174
3.0690388880571744,7.198653641117516
2.1100546635534387,8.55680657267626
2.4795231712283554,7.543322477547999
2.9569896878014057,6.595216092138936
3.60796350377559,6.383183682281585
2.972401763642569,6.699014610031748
3.5466017110590173,7.399895567055866
2.9746173160308573,6.658763718861236
3.4949223992599747,7.029802135075069
2.5931308147658374,8.513738865749598
2.419317077253406,6.807464811918849
3.2165849771035426,7.264501024449717
2.174878839242875,7.383502581723466
3.8974017932131106,6.931011326178693
2.8452344938443304,8.109494655007822
3.3103153511973606,8.01639367451431
2.7410440725996574,6.66714192975598
3.1816772765492476,6.353642111044641
3.266531478358317,7.405153355099507
3.725237687579411,6.667418489627688
3.284642997836905,7.3637421807939605
2.6967543023513687,6.725791187739897
2.8321617105806998,7.472239124875893
3.1901494470026126,7.5234587869949845
4.019927194900907,7.313460135762266
2.7707036566439043,7.099308600981258
2.1504481639191537,8.486470482540046
3.846952330717691,7.21883858907447
3.665182840738534,7.341125283175511
2.872057831215504,8.218662591884097
3.150571827157942,6.336873047306771
4.327859333932505,7.1541557394639685
2.6595809517105744,7.611347237848024
1.7466952528130848,7.2557338663500195
3.1664067194751824,7.099374847239684
2.843137247800974,7.248244551431499
2.766905948758617,7.041151921127971
3.1755417821699177,7.28169863933487
2.886722563075906,6.7974045628648865
3.039242407264349,8.27179996761451
3.2962315327714364,7.067219096687834
3.7529792434038742,7.158970076199926
3.9038320138640805,6.956993030518174
3.0586062961590117,6.923675907985047
2.047992390040191,9.417393907627538
3.137682014948414,6.893268561834485
3.6190350218818863,6.777769900019325
3.2871848764297904,6.81568153660701
3.3551253728606008,7.330207989105115
2.300471741733435,6.904051052306784
2.8032756724361154,9.854079779529101
2.6005154925995764,6.829939439537207
2.4834831747802495,7.749746383696777
2.6213226828463387,5.934787350789703
2.7400988825644084,7.355357230171009
2.548140387801433,6.7498628445421245
3.0236048257548633,7.3197888796923625
2.6739258059717277,7.473977584917756
3.2467997437203278,7.751341138894837
3.7805338551117096,7.420079125320703
2.389504753462191,7.1654888390214335
3.109713111740012,8.162499516893138
2.2724599844026354,8.126119882676079
2.8903822764611533,7.1211939250722995
3.236116527387262,8.125646169056056
2.640505490715097,6.6850036033758204
3.766240322556813,7.102234166655316
2.2311516190087355,7.65760263095771
3.4336134831334246,7.6180023338548315
2.7538793247985773,6.79120595716339
3.218954221944394,7.205890614324735
2.848521209811053,7.490426762760034
3.4482330047338476,6.610710436912367
2.475270552698173,7.460806460193202
2.948023845306787,7.5146548778633715
1.8811841600258292,8.210623481379084
2.7616364104967914,7.541229217700344
2.8990172140175603,6.794190312384337
2.383075098271146,8.386825465018966
2.229795177992819,7.652959016031449
2.809744732829831,7.218888599135393
2.973371408198669,7.109794660582612
3.126009571286684,7.557754346398171
4.173712779561982,7.030909289891448
2.815047924318297,7.275881614051653
4.089967235670929,7.5447422924222325
1.9751660713924533,6.279458497832546
4.453371712757449,7.318887877070317
2.4627940741438623,8.399857249754508
3.553681245883852,7.224056255931123
3.0330092841431573,7.279397542985608
3.5323869835703636,6.95328065376476
3.3093177652327403,6.892869381357652
2.8659632270516253,7.710025488336033
2.269339212052797,6.276181786654226
3.2018089139487227,7.340262488572191
2.806190691188181,6.076126551795269
2.846175593642391,6.381104584853278
2.45928833629132,6.695610646938325
2.629301695990127,6.874796573657325
2.3575575731365954,8.134782724140086
3.336042255232131,6.856712468045673
2.5892253171111683,7.196609813092984
2.817395454063362,6.3374378358775445
2.975785758158901,7.098079829727339
4.15488519389724,6.787793708062985
2.2694390705587604,7.6938573795814165
2.8691267052078886,6.756658377402437
1.9187656423955726,7.433939608124842
3.7293385459778916,6.562149413541469
2.0431193784717445,8.710538423221278
2.7120048167997366,8.185317246003457
2.9712374816519813,7.62482525343221
3.448607815361175,6.315797753113502
3.087509445636002,7.4353710182679285
2.796525376068544,7.0525486851958465
3.501648135116866,6.017140025059044
3.068132710102529,6.568787120520302
2.701201777761556,7.206647215917935
2.1823113600398387,6.945719137105896
2.805488355873212,6.933365406177206
2.7278851612916104,7.347969421270343
2.578028524696569,6.78318141433803
4.486028115506147,7.0772824365677875
3.1819151422801237,7.359284310561287
3.0618330558941307,6.752906473786498
2.4977585788144654,6.421812118488215
3.252113168609171,6.7409712205149335
3.324070109320688,7.255298237758796
2.829092593312025,8.108955174761691
2.588381136137819,7.9729042592872235
2.809746484896465,6.091241803599319
3.8775995059033956,7.108810093432906
3.3189938017598646,7.804543911728075
3.078542487899473,7.389224026918077
2.8674014346384418,7.184726418427636
3.2579987697375388,7.457360443935151
4.592632546378004,6.9025336862967395
2.725692434003578,7.139004175177883
2.689249107577421,6.541258093785241
2.071260481665761,7.84786097162977
2.794361783261449,7.6875783652726
3.6677556936635374,8.161512469094395
3.101117638707079,6.726251109124019
2.8725168869247386,7.012370848016407
3.3179509571608046,6.753427642306699
2.6124182107330656,6.248223471783123
2.7182753614113384,6.628162479177649
2.6338908566079056,7.914016663743456
2.731533051487465,7.3395404915653515
2.1990914844991005,6.057787043553342
3.4535189819068424,6.873124700162719
3.085895656392534,6.963057132106297
3.930294000554165,6.850559809024196
3.071515394235638,6.9598418066455725
3.912191787149475,6.548442850152934
2.6566283487987454,6.63476898559397
3.7574842685540575,7.700679037737581
2.223565758950238,8.779798268629285
2.99087966326668,6.839844248470869
2.5349934302632535,7.683663941414291
2.661877085541921,7.2307198900363945
2.617411513524126,7.424872165479428
3.519803138426511,6.751828765237333
3.8473137277494147,7.711870946729987
1.7683157868134285,8.150097852027429
2.8474433732446567,6.992716815432193
2.825677307297655,7.5238892939903605
2.80519554323489,6.961886338740203
3.693919512004176,6.833805296438712
2.675456514916974,7.6172346508814694
3.8450331611770063,7.128264622610871
3.54014038217419,7.028976802939869
2.85171254287085,7.812041966163311
3.3825308963271974,6.435162313040885
2.7985685661542274,7.045711554914326
3.637602294524843,6.223826264033226
3.0188692564116995,7.6916488096066695
3.4393227252159115,7.22077674060616
2.3928042728713366,7.23708660882722
2.9378823849155964,7.769358708134366
3.871469228066905,7.2499016224466
3.032509158203448,7.936202766055594
2.467473691719799,6.931020454377505
3.413892324986384,7.662330040799644
2.0402983791611966,7.287178533595555
3.22519942653134,6.98447284453947
2.7650793171559136,6.816437725951023
3.4114638051459933,6.667317436222148
2.7799411654069455,6.646348718545258
3.1116746191117444,7.258790279881415
2.785238451899835,7.149272322071007
2.55644251250582,6.551267728805137
2.558510053197669,7.979033598635996
3.0740716154204097,6.98452181377381
3.2645706123745644,7.4848571048314625
2.996206429638846,7.045068342616162
2.790930770871818,6.818088871165756
3.440228161026831,6.90063956172788
2.1646675556842507,7.655257332521956
2.862705565435631,6.771673383018
2.788716716635775,8.641980877448294
2.607521827593798,6.755198703029205
3.0427025726902595,7.6595519617413474
2.771734647988029,7.229979526437297
2.4059942746318543,7.768032056806501
3.213335528233821,6.398546668352528
3.3996343340634483,6.152841811185666
3.9220635494591676,7.01609644277784
3.267182158290173,7.492586714395549
2.5918593681906907,7.251206554425109
2.636123940395086,8.671144532589006
2.3586203806656667,7.209844682428597
2.939135274595855,7.59345280539369
2.4013548366558375,7.664239201985727
1.5785806319621203,7.875236375904119
3.8250399365267436,6.530626074375309
2.2953076839590527,7.205493372729675
3.4351975256141616,6.805191181730793
2.843353763083135,6.855904872832999
2.6131276343200187,6.150323351875019
3.654618104638401,7.408336111479849
2.399315378366354,6.9116691228179565
2.178199958467664,7.501707890721057
3.3954595039985755,6.3725166745332
2.4666363471575865,7.153425452223921
3.2663598378743584,7.043642901594681
4.840984525830545,6.650195526836133
3.2297446473090825,7.406383324081533
2.8226187521636987,6.4993261629812995
3.663848130686273,7.531284755705628
3.297320951858838,7.367306745618477
3.077709060257673,6.174450076403421
3.1917973254500835,7.15102014155626
2.6662325602907324,7.225747869376255
2.5719987290287056,9.579647886024357
2.5852498725364867,7.834424808853006
3.5671171498005325,7.627811726226948
3.263202245007252,6.480497366892903
1.697599117539654,9.509810797782457
3.571105381627012,7.12226057149179
3.6649049126196114,6.683458622246729
2.574584902669933,7.285489286426239
2.531348947585491,7.4199484126350495
3.0795764822463525,6.5749331438064305
3.4528708378112873,6.965515674510324
1.7510139166322316,7.396766516107768
2.5563394627018967,7.487691080111417
3.0350658181369794,7.801190606829546
2.8822423723495127,7.021048445221337
3.1996874334035494,6.67630162887016
3.350425851289534,6.437608295757342
2.5561290390458327,7.233321912211801
2.3714175184936326,8.956711343244892
2.8930229239765186,7.719417559610147
3.093711157197442,7.639617337773195
3.905723971349369,7.195990198539162
3.088206794074195,7.093619106290565
3.6002397014582215,6.809877327832166
3.43202379586448,6.081564553668865
3.280027194516564,7.673716890310667
2.186637628329962,9.331039977216562
3.4099719283620087,7.93567015358298
2.1916033163217423,9.68027561582613
3.0969806928660804,8.181764689891375
3.9293019001997624,7.417094770755635
3.2722376720795117,6.710583484025329
2.603339172141983,8.965219182781878
2.633642043613458,8.04220411960376
3.377247206427597,7.281531985345676
2.8867821187061904,8.070062845406053
3.6913564907573355,7.325782040665067
2.852142131022377,7.823522446438209
2.5988990991157714,7.498756106153819
2.8889541562993184,7.8588112868684705
2.251905194825779,7.874671009376886
2.889364851897417,7.831670200573861
2.9463212671654717,6.775674707877103
2.6413655496063915,6.824679622637257
1.9528754190396798,8.156027102932809
3.002248418766675,7.213876838481379
4.239686018373973,7.027965503208189
3.0545899608153815,7.325396005265416
2.7990540863907007,7.023653955010972
2.4789025981503983,7.609740992939573
2.6320619119102107,7.072605757077711
3.129556690636785,7.905183151844814
2.3369947529723465,8.202116607713068
2.995064369870586,6.841747275238128
2.488761550960418,5.953092234987204
2.98025674678397,6.646833983072172
3.754502011372705,6.90227158124222
3.9909178433971793,6.474007976794506
3.0226632117508236,6.777890319600045
2.3399623906924356,7.333725131877161
3.3485271002514954,7.2759430811983465
3.499109637442031,7.013494001558035
2.739100514363417,7.189125225986539
4.183710409847186,7.08324299914484
4.211411347151151,7.284681354414255
2.6309127530671694,6.853933571780931
2.4934338382225554,7.243977748736608
3.345844194649014,7.247739955380021
3.9339220480016395,6.908872208837204
2.8286938682088656,7.379896370760239
3.307098507379249,6.588645215352613
2.527726141023782,7.574233296027609
2.5464276297248922,7.382835354140148
3.211191752611385,7.770365559485927
3.0940368061665766,6.726996147243194
3.1790525783192756,7.459138806831571
2.814496152468548,6.54066136491789
3.4021668808633727,6.956282673958484
3.5618512722789326,7.747938763196815
2.5442879266083356,7.365017909520993
2.3798480949261958,6.657368793391275
2.731325628186331,7.734481762611203
2.752993375115779,7.316693716868323
3.4682716805398948,7.009359861276512
3.1305426100322307,7.789978766759267
3.4670997536086485,6.673607367679506
2.7132715248930177,7.126454408037867
2.7049105818091435,6.823058172743684
2.817461025116948,7.7852665757871735
3.3949794465489167,7.324145677948774
3.2159537445211206,6.6492042169916035
3.045118850317417,6.708294691429419
2.6544347315784047,8.610500278408217
1.8471972700479717,7.496762148637808
2.9174456880051967,7.603321087896833
2.554645215999213,8.138449811180307
3.175654405727616,6.862373816922652
3.7652658163888084,7.661963513517643
2.9761952239441847,6.768449401685592
1.9639913157164466,7.129231236311936
3.5227844400364456,6.81827104728232
3.4537160155649556,6.9726275113303515
3.273611129610153,6.250675337854846
2.631793082942809,8.210382382656368
2.593259970477792,7.453400795426263
3.4937267080432055,6.775308633711097
2.66382984028686,8.40560667851013
2.69275163993485,7.859727024079995
2.8616415784791043,5.979820480298053
2.781203239277763,7.412772643069753
3.3933191768197757,6.999552608381504
3.350607364101187,6.7383113904955705
3.2626521055779913,6.83756946045869
3.1635141769275923,8.076633828771893
3.181935168937179,6.960617881655028
3.320608031368432,6.931195038260162
3.4095446826776663,7.3947573320521505
3.5693694242471987,7.555157535901757
3.347456262002775,7.3849912293563
3.2619744519084035,6.816874967979048
3.114153822003166,6.51946949484771
2.771798655926144,6.527752811929089
2.8692278207714885,6.781203976047298
2.8665104866398283,7.290675953887227
3.099153348337159,6.993157108990258
2.75564437641058,6.70372202176399
3.8803423818609355,7.176904674054827
3.023404362532504,6.98096523093203
2.337814894510472,6.644431187377323
2.9447083257866478,6.351462569979344
2.7699482760740786,7.4297604513869935
2.832351489465093,6.288410623070696
3.3383244284679647,6.267794853214457
3.2988129329837252,7.073189191406305
2.5695141422558367,6.283277585398245
2.807587695077312,7.677271036656697
3.778828419751558,6.791564380820732
2.394730229538827,7.396447163183806
3.5619140429793124,6.350415377824104
3.1913325390096836,7.024359311921652
3.605278889367934,6.866176322180221
2.8186328362913278,6.985992547640296
2.539789690363313,8.142455937329247
2.474439774557041,7.357839086773828
2.775254429800958,6.803366515044539
2.3130701719042297,8.485880891884054
3.5662024433769073,6.58829482173844
2.2777099116649104,6.437016743429071
3.7742391877382606,7.270333338708717
2.5239532654002836,8.742997551639037
3.1513578597720606,7.705996239765303
2.8684884626061224,7.087496108455648
3.336849561089032,7.102164623932045
2.677744935337811,7.015188286143236
2.6951613386337083,5.750541641960791
2.5541820487202727,8.407558386105745
2.56526352028154,7.417869717885081
2.963153805042459,7.802058430315055
2.7952588347947405,6.9847935638299115
2.713329551704737,6.7666924406161195
2.36117961782557,8.877787924315008
2.9513096319337615,7.546985837363794
2.8353566002333843,6.238501950178654
2.5338733193917515,7.201713180350049
4.23537667283305,7.361905099158278
2.351802807710185,7.489727458084159
3.124228727997169,7.229654836286497
2.2203437990990436,7.718751840607243
3.3993774089350284,7.579306401781726
3.425445383352992,7.5857933478977815
3.76061110375744,6.70036050087931
2.359447686526151,6.766123370579324
3.202849497836551,7.0204624078699185
2.339926945645973,6.700843263755904
3.4051379313612253,7.223236437708158
1.922004697434694,8.585517746191416
1.9086770022972679,7.349292724984872
3.1170083300496243,7.160412477438979
2.7542332655528856,6.752195149214192
1.92884156030992,8.135447501829725
3.4868082376642033,7.590816051959834
3.0700421229937547,7.001069195426333
3.8185254155333888,7.133121338785448
2.4678687600923936,7.089617819304532
2.733746910551961,7.901820257950521
2.992536602133466,6.855918788830664
2.5398725680500287,8.540918595499486
3.9219138772704087,7.411712803990231
3.3387256270185484,6.5541428659791094
4.195349292973025,7.063945229776063
3.7084982040714007,6.811054760427198
3.9129540246763983,6.732657903001955
3.130394076866977,7.132527350326923
3.0242245517175856,7.058566908192391
2.007987292242202,7.619556239760853
2.668662155368439,6.904019724665575
2.4864510885931126,7.551433614974538
2.9962926730204336,6.690966386242157
4.7338091232051145,6.9703457145675705
2.33829402411745,7.856327040681451
3.1559994687846062,6.947600757073723
3.579905190132913,7.0004510168209375
2.631602802177513,7.494136329218807
3.0589934210621896,7.455409594878065
2.3271715044766914,7.251385606635922
2.9367920641875522,7.11031796094736
2.508818181705109,7.361011438577415
3.5827866229736327,7.412168960377938
3.2407467130815824,7.183019281719291
2.14547049560101,8.256520231527228
3.1702039350470548,6.509482187039947
2.4512031949216735,6.633600249292773
2.6209396665461093,6.6263694354914255
3.2827652088178207,6.6729632434776684
3.050983858258345,6.7351503916256945
2.3618698119743202,6.720248213932448
2.906040541215455,7.487079180310003
2.8325922029090003,6.97769792256297
3.627476312810224,6.621792775699003
2.592558461459167,7.181424773544697
2.955729272593507,8.53266071000052
2.3479598937165043,7.663622348357901
2.491223492944179,6.707302106149641
2.428835217857111,7.753009956879943
3.234330093710702,6.671396325872394
4.194289388031602,7.0075234139908416
3.378072993352673,6.923127884364336
2.59571037128409,6.944356085730635
2.8041627313518824,7.01865420493669
2.6549650007217607,6.900731364098793
3.5947286323864502,7.3601746329303195
3.7879910631047244,7.875206506495446
2.7867139587947967,7.109614372641915
2.77290937118987,7.364103437259132
2.827868269557841,6.691656486425534
3.4730301807533577,8.044990276508296
3.3172399806426043,7.531904319659462
2.713398726600048,7.3430292285369285
4.588111764849777,6.613369575135639
2.8329449662512496,6.547053578789946
2.191624006199394,7.375812215465729
2.492638164314698,8.004338286246597
3.2285858052667353,7.467180648148115
3.210407817169716,7.210880074393606
2.4844586608545325,7.275482992933639
3.009839734983751,6.695909191403664
3.192330859982546,6.640674787246748
3.0560140539662126,7.565927652717684
3.6623814877828935,7.097730702685206
2.3951144831517897,7.518089605439407
2.41760924875385,8.109610292722158
4.213185342678542,7.2842711294599916
2.4125338595530996,6.761857835293652
3.427383842087037,7.3089244051396705
3.609226633443845,7.6324119320028965
2.5195882507941953,7.468786295402977
3.525851448942331,7.264446469595132
3.744108676047677,7.120734956827713
2.256967016222043,8.1344486956415345
3.4634677070402606,7.159077494570459
3.2936401672319344,7.458249991591339
2.6014847077354846,8.560588019354256
3.143139171816797,6.763682446785164
2.604369974999555,7.413800738197541
3.593420037812388,6.992707810902533
3.507130800739155,6.914919376584714
2.392051909758977,7.791445334833823
1.885954339596872,7.939582121270463
3.596958356778396,7.156812767289556
2.9695737142189413,7.815861343199381
2.9240232969310687,7.346850470539938
2.7517980685944456,6.476834770498829
2.379522602930102,7.116299513839061
3.2891784539856928,7.43811675859387
3.1274429112678748,6.744654893998417
3.002435957184254,6.80823521868955
3.167027862313936,8.01937181089864
2.8233513224496787,6.786191506611236
3.4246602163264197,7.461189175333029
2.8838164565518736,8.577248959267108
3.563369878408121,6.593173516921392
2.429619390515112,8.190754662468018
3.305782376654886,6.896570025476347
3.2603630159942347,7.433672855438019
2.739767202096577,6.963622701965887
2.9102234606698776,6.910732069627563
2.762255199296131,7.500924429438728
3.806212473682592,6.7795506821435465
3.1860872867782635,6.670466678471009
3.01354829337517,6.73757824346332
2.391980589449168,6.2878418848432505
3.2869239253722093,7.395631635702587
3.436922938190064,7.348120922554683
3.0243988895383844,7.491757180825608
3.056430253208566,8.183423944889519
2.575092893421377,7.262026613786246
3.036330936206703,6.869555911798308
3.9818191527240323,6.915492857268844
2.305026247609994,7.872493433310773
3.4622437901841163,6.998341784776357
3.1768658443225433,6.768751270693086
2.5458929782287045,8.056202903711165
2.07278152910861,7.499345050027103
2.3520445820414335,6.480980260493788
3.390199859435925,7.230589013595503
2.5354636778857014,6.938689330667323
2.954507007771487,6.934001624082792
4.254507450091901,6.896537391563869
3.303109400962667,7.123987787661944
2.8684220893943144,6.788525783499447
2.7500018108998887,7.477378508244982
4.257507329490694,6.774829554035611
3.65856935313374,7.214617542207994
2.712346199599064,7.214732329996949
3.3810799076385765,7.1748317565876265
2.9754050622195694,6.529006239653228
3.1309915162576454,7.751187453897049
3.4138403711393246,6.525415698913124
2.707845061756042,7.859120393728101
2.5941266828859493,8.088735212973692
2.6332100480807137,7.839605383236549
3.5523322641815747,6.949156458304197
2.678771284219636,6.444963874504095
2.068544531338109,8.291537925473584
3.137151349398798,7.448188399067691
3.3117160881422882,6.489040365284282
3.488670783404482,7.4648102579765405
4.272250672152089,6.9455604903607915
2.484058091121253,6.912799778139802
2.4163158608823596,8.374518597111724
3.173101446055553,7.228257069138342
3.836742109827647,6.5352225556230845
2.302250139901029,7.69419501865633
2.718164746382516,6.549605198464708
3.9970307460802648,6.390405949495016
3.222824846973084,7.332747506359652
2.360716613353709,6.275865289609257
2.880642603372965,7.201143860712529
2.30224093334917,7.194637217762094
3.0626702961368553,6.940824928606794
4.092130694894951,7.132928739277082
2.5141483830621274,6.614484087598923
2.600521634308356,6.583929440875503
2.3995918970606787,7.282047171119805
2.0799597233638307,8.399030542715618
4.410704546426061,7.127247297001618
3.0034769231604947,6.5985171166353425
3.0363168929370845,7.1975136270720705
2.852520367574004,7.278834876302153
3.235191984869171,8.165012101152707
2.7140897185193507,6.6877578704129235
3.135316725096365,6.992089004240722
2.8601931875689943,7.307503129016527
3.8736957177454436,6.315510355800586
2.9163522579778216,6.612430582752436
2.3777815730827876,7.803931740376092
2.3379676426483256,7.1774525169569205
3.8938996481205694,7.271925743837113
4.03360319416738,7.2641690523112805
3.4263295286410216,6.887155032346108
2.842192534074669,7.142496806830409
2.3912791913307294,8.293478157486266
3.5890009681652795,7.102672439126617
2.0556994634762886,8.877535829739163
3.1434636004063674,8.484965241340447
3.316307038582139,7.367604571659603
3.3887381255325724,6.736224603900017
3.053146585779919,6.632059711247937
2.6611991696399633,7.321230868896937
3.3572580971779615,6.834614253915731
3.3439222712774974,6.51477427683342
3.4359606968496093,6.689994934299796
3.985133731221444,7.0812407706332525
2.94929547815569,8.234545280193336
2.6860960934705918,7.011428463611845
2.872290167154869,8.573027493243554
1.8038438822867735,10.020118445119799
2.6730759696536066,7.056995567749219
3.1989391993180303,7.879734780820196
3.6078956819149743,7.215107352328781
3.6587943758549213,7.135542943628594
4.5825916942238125,7.886111390353723
2.8264321782968134,7.586458037068461
3.617522539382364,6.633582988328689
3.504206123222302,7.649663483043124
2.664314718977109,7.047688277755648
3.0111585804931273,7.104716457059515
3.1011766420090625,7.061869781373562
3.5049224205420675,7.208207190721727
2.196240323705235,6.444309169240247
2.0630682494843815,8.614689077646275
3.759943393319833,6.85370671462731
3.27700416759424,6.906633806825577
3.6360733506931413,6.92958294318218
2.619482498533516,7.1408369007506804
3.136074705671685,6.159216693474883
2.6602137498956457,7.142380110970677
2.9375811845064344,7.144938959133468
