"sampno","shape","scale","size","weibull_alpha","weibull_sigma","imports_stop","export_prob","serial_interval","lnorm_mean","lnorm_sd","serial_interval_gamma_par1","serial_interval_gamma_par2","t_switch","K","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","lnlike"
11721,5.48810000630974,1.99849381083961,500,1.67271529052426,5.80398787978085,54,1,4,1.4,0.466,5.23,0.87,48,214097.162748806,0.25,1,37,0,0,0,1e-05,1.68676853701576,0,0,1e-05,4.53299615718957,0,0,1e-05,1.16807882796137,0,0,1e-05,2.33166992053287,0,0,1e-05,0.445486060694708,0,0,1e-05,1.00748871965308,0,0,1e-05,0.869570981762539,0,0,1e-05,4.83773992235705,0,0,1e-05,1.4762050529582,0,0,1e-05,1.76824228603661,0,0,1e-05,8.40548979956094,0,0,1e-05,1.36866586445835,0,0,1e-05,0.68781189934978,0,0,1e-05,1.17012229620902,0,0,1e-05,0.156688497559571,0,0,1e-05,0.727514393119641,0,0,1e-05,1.14581327654609,0,0,1e-05,1.55514441960516,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.660771242426175,0,0,1e-05,5.40402624974057,0,0,1e-05,0.835413831217104,0,0,1e-05,2.03434760951325,-2892.79469870947
11731,5.48810000630974,1.99849381083961,500,1.67271529052426,5.80398787978085,54,1,4,1.4,0.466,5.23,0.87,48,214097.162748806,0.25,1,37,0,0,0,1e-05,1.68676853701576,0,0,1e-05,4.53299615718957,0,0,1e-05,1.16807882796137,0,0,1e-05,2.33166992053287,0,0,1e-05,0.445486060694708,0,0,1e-05,1.00748871965308,0,0,1e-05,0.869570981762539,0,0,1e-05,4.83773992235705,0,0,1e-05,1.4762050529582,0,0,1e-05,1.76824228603661,0,0,1e-05,8.40548979956094,0,0,1e-05,1.36866586445835,0,0,1e-05,0.68781189934978,0,0,1e-05,1.17012229620902,0,0,1e-05,0.156688497559571,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,0.835413831217104,0,0,1e-05,2.21590352745496,-2893.14446243573
11741,5.49016706120702,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214097.162748806,0.25,1,37,0,0,0,1e-05,1.8968714190733,0,0,1e-05,4.58389919914962,0,0,1e-05,1.16807882796137,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.00748871965308,0,0,1e-05,0.869570981762539,0,0,1e-05,4.83773992235705,0,0,1e-05,1.4762050529582,0,0,1e-05,1.76824228603661,0,0,1e-05,8.40548979956094,0,0,1e-05,1.36866586445835,0,0,1e-05,0.68781189934978,0,0,1e-05,1.17012229620902,0,0,1e-05,0.156688497559571,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,0.835413831217104,0,0,1e-05,2.21590352745496,-2891.7250333988
11751,5.49016706120702,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214097.162748806,0.25,1,37,0,0,0,1e-05,1.8968714190733,0,0,1e-05,4.58389919914962,0,0,1e-05,1.16807882796137,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.0777723518594,0,0,1e-05,0.280654804848695,0,0,1e-05,5.23479807028945,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.89237960655669,0,0,1e-05,1.36866586445835,0,0,1e-05,0.447228818551568,0,0,1e-05,1.17012229620902,0,0,1e-05,0.183194184246863,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,0.835413831217104,0,0,1e-05,2.21590352745496,-2892.13971067326
11761,5.49016706120702,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214097.162748806,0.25,1,37,0,0,0,1e-05,1.8968714190733,0,0,1e-05,4.58389919914962,0,0,1e-05,1.16807882796137,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.0777723518594,0,0,1e-05,0.280654804848695,0,0,1e-05,5.23479807028945,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.89237960655669,0,0,1e-05,1.36866586445835,0,0,1e-05,0.447228818551568,0,0,1e-05,1.17012229620902,0,0,1e-05,0.183194184246863,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.24860109023234,-2890.75924525461
11771,5.50967142845464,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214356.896365674,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.0777723518594,0,0,1e-05,0.280654804848695,0,0,1e-05,5.23479807028945,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.89237960655669,0,0,1e-05,1.36866586445835,0,0,1e-05,0.447228818551568,0,0,1e-05,1.17012229620902,0,0,1e-05,0.183194184246863,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.24860109023234,-2890.5281333069
11781,5.50967142845464,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214356.896365674,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.05809931651259,0,0,1e-05,0.283379503669815,0,0,1e-05,5.29617625422512,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.41465591334845,0,0,1e-05,1.17012229620902,0,0,1e-05,0.0429307836115863,0,0,1e-05,0.741960921148279,0,0,1e-05,1.23531095834396,0,0,1e-05,1.59074097416729,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,1.46919515388133,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.24860109023234,-2893.64855859641
11791,5.50967142845464,1.99849381083961,500,1.67271529052426,5.72769081269652,54,1,4,1.4,0.466,5.23,0.87,48,214356.896365674,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.44046196806155,0,0,1e-05,0.445486060694708,0,0,1e-05,1.05809931651259,0,0,1e-05,0.283379503669815,0,0,1e-05,5.29617625422512,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.41465591334845,0,0,1e-05,1.17012229620902,0,0,1e-05,0.0429307836115863,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.7477963420926,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,0.54862972070794,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.46452919085559,-2896.34261465342
11801,5.54440500100047,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.40933867352198,0,0,1e-05,0.471406293047624,0,0,1e-05,1.05809931651259,0,0,1e-05,0.283379503669815,0,0,1e-05,5.29617625422512,0,0,1e-05,1.4762050529582,0,0,1e-05,2.59482364879547,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.41465591334845,0,0,1e-05,1.17012229620902,0,0,1e-05,0.0429307836115863,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.7477963420926,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,0.54862972070794,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.46452919085559,-2895.67510963243
11811,5.54440500100047,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.40933867352198,0,0,1e-05,0.471406293047624,0,0,1e-05,1.19226534717509,0,0,1e-05,0.301839091310939,0,0,1e-05,4.83114204705475,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.461177484541671,0,0,1e-05,0.884597687265594,0,0,1e-05,0.142880389756294,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.7477963420926,0,0,1e-05,0.812493406173775,0,0,1e-05,0.195766984282216,0,0,1e-05,0.54862972070794,0,0,1e-05,0.638804832834234,0,0,1e-05,5.18128437018803,0,0,1e-05,1.18865353855954,0,0,1e-05,2.46452919085559,-2890.48815772709
11821,5.54440500100047,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.09069445314855,0,0,1e-05,1.13098865853705,0,0,1e-05,2.40933867352198,0,0,1e-05,0.471406293047624,0,0,1e-05,1.19226534717509,0,0,1e-05,0.301839091310939,0,0,1e-05,4.83114204705475,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.461177484541671,0,0,1e-05,0.884597687265594,0,0,1e-05,0.142880389756294,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.68176464072314,0,0,1e-05,0.880326060715031,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.13000520028001,0,0,1e-05,1.22585730196877,0,0,1e-05,2.46452919085559,-2891.03510262536
11831,5.46741651154617,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.48227434620008,0,0,1e-05,0.471406293047624,0,0,1e-05,1.19226534717509,0,0,1e-05,0.301839091310939,0,0,1e-05,4.83114204705475,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.91234628510625,0,0,1e-05,1.28750442873697,0,0,1e-05,0.461177484541671,0,0,1e-05,0.884597687265594,0,0,1e-05,0.142880389756294,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.68176464072314,0,0,1e-05,0.880326060715031,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.13000520028001,0,0,1e-05,1.22585730196877,0,0,1e-05,2.46452919085559,-2892.86724767692
11841,5.46741651154617,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.48227434620008,0,0,1e-05,0.471406293047624,0,0,1e-05,1.11081510467294,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.7221389469019,0,0,1e-05,1.10604853738679,0,0,1e-05,0.468148389917604,0,0,1e-05,1.09961930184768,0,0,1e-05,0.309672496903497,0,0,1e-05,0.771705317161551,0,0,1e-05,1.17861505461465,0,0,1e-05,1.68176464072314,0,0,1e-05,0.880326060715031,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.13000520028001,0,0,1e-05,1.22585730196877,0,0,1e-05,2.46452919085559,-2894.25438183823
11851,5.46741651154617,1.99849381083961,500,1.67271529052426,5.72659665004262,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.48227434620008,0,0,1e-05,0.471406293047624,0,0,1e-05,1.11081510467294,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.7221389469019,0,0,1e-05,1.10604853738679,0,0,1e-05,0.468148389917604,0,0,1e-05,1.09961930184768,0,0,1e-05,0.309672496903497,0,0,1e-05,0.771705317161551,0,0,1e-05,1.24613336637001,0,0,1e-05,1.4941692896243,0,0,1e-05,0.815374229539265,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.46452919085559,-2895.55842768714
11861,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.471406293047624,0,0,1e-05,1.11081510467294,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,7.7221389469019,0,0,1e-05,1.10604853738679,0,0,1e-05,0.468148389917604,0,0,1e-05,1.09961930184768,0,0,1e-05,0.309672496903497,0,0,1e-05,0.771705317161551,0,0,1e-05,1.24613336637001,0,0,1e-05,1.4941692896243,0,0,1e-05,0.815374229539265,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.46452919085559,-2896.23235431542
11871,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.471406293047624,0,0,1e-05,1.191402298136,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,8.2399136846486,0,0,1e-05,1.09805176630024,0,0,1e-05,0.712748738599535,0,0,1e-05,0.80508348703597,0,0,1e-05,0.211754972630561,0,0,1e-05,0.771705317161551,0,0,1e-05,1.24613336637001,0,0,1e-05,1.4941692896243,0,0,1e-05,0.815374229539265,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.638804832834234,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.46452919085559,-2897.38249085935
11881,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.52222491096601,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.471406293047624,0,0,1e-05,1.191402298136,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,8.2399136846486,0,0,1e-05,1.09805176630024,0,0,1e-05,0.712748738599535,0,0,1e-05,0.80508348703597,0,0,1e-05,0.211754972630561,0,0,1e-05,0.725251805885075,0,0,1e-05,1.18251742909218,0,0,1e-05,1.4941692896243,0,0,1e-05,0.631884988199074,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.1489799997946,-2892.5804495452
11891,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.61549079172569,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.519450898147457,0,0,1e-05,1.191402298136,0,0,1e-05,0.305194561243401,0,0,1e-05,4.9333673581289,0,0,1e-05,1.39457983541095,0,0,1e-05,1.88282234659373,0,0,1e-05,8.2399136846486,0,0,1e-05,1.09805176630024,0,0,1e-05,0.712748738599535,0,0,1e-05,0.80508348703597,0,0,1e-05,0.211754972630561,0,0,1e-05,0.725251805885075,0,0,1e-05,1.18251742909218,0,0,1e-05,1.4941692896243,0,0,1e-05,0.631884988199074,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.1489799997946,-2895.20268748393
11901,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.61549079172569,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.519450898147457,0,0,1e-05,1.07088283343411,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,1.65244076645597,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,1.01715261953489,0,0,1e-05,0.140600804068293,0,0,1e-05,0.725251805885075,0,0,1e-05,1.18251742909218,0,0,1e-05,1.4941692896243,0,0,1e-05,0.631884988199074,0,0,1e-05,0.195766984282216,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,5.81183685925051,0,0,1e-05,1.07659328769482,0,0,1e-05,2.1489799997946,-2891.32254756511
11911,5.46741651154617,2.02890277816033,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.61549079172569,0,0,1e-05,1.13098865853705,0,0,1e-05,2.54544557009147,0,0,1e-05,0.519450898147457,0,0,1e-05,1.07088283343411,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,1.65244076645597,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,1.01715261953489,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.18251742909218,0,0,1e-05,1.82666955018268,0,0,1e-05,0.631884988199074,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,6.0510582683011,0,0,1e-05,1.07659328769482,0,0,1e-05,1.69463826310954,-2894.41400341397
11921,5.46741651154617,2.03029733422969,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.0072180738595,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.437927651129166,0,0,1e-05,1.07088283343411,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,1.65244076645597,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,1.01715261953489,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.18251742909218,0,0,1e-05,1.82666955018268,0,0,1e-05,0.631884988199074,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,6.0510582683011,0,0,1e-05,1.07659328769482,0,0,1e-05,1.69463826310954,-2889.65821276202
11931,5.46741651154617,2.03029733422969,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.0072180738595,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.437927651129166,0,0,1e-05,0.937920525283487,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,2.28055957303834,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,0.913507013150942,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.18251742909218,0,0,1e-05,1.82666955018268,0,0,1e-05,0.631884988199074,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.810342034275629,0,0,1e-05,6.0510582683011,0,0,1e-05,1.07659328769482,0,0,1e-05,1.69463826310954,-2890.18017228033
11941,5.46741651154617,2.03029733422969,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,213987.191574322,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,5.0072180738595,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.437927651129166,0,0,1e-05,0.937920525283487,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,2.28055957303834,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,0.913507013150942,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.28839585528073,0,0,1e-05,1.60714423710118,0,0,1e-05,0.794140515076729,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.746665717002808,0,0,1e-05,6.0510582683011,0,0,1e-05,1.05588886758545,0,0,1e-05,2.00255009648453,-2886.95328006633
11951,5.47749810872254,2.0075729602515,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,211093.361033829,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.37526149315618,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.533540176925029,0,0,1e-05,0.937920525283487,0,0,1e-05,0.305194561243401,0,0,1e-05,5.10755236782716,0,0,1e-05,1.42944637930767,0,0,1e-05,2.28055957303834,0,0,1e-05,8.2399136846486,0,0,1e-05,1.34769735071217,0,0,1e-05,0.627194026397783,0,0,1e-05,0.913507013150942,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.28839585528073,0,0,1e-05,1.60714423710118,0,0,1e-05,0.794140515076729,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.746665717002808,0,0,1e-05,6.0510582683011,0,0,1e-05,1.05588886758545,0,0,1e-05,2.00255009648453,-2886.71447056695
11961,5.47749810872254,2.0075729602515,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,211093.361033829,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.37526149315618,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.533540176925029,0,0,1e-05,0.937920525283487,0,0,1e-05,0.305194561243401,0,0,1e-05,4.96854941664656,0,0,1e-05,1.42944637930767,0,0,1e-05,2.28055957303834,0,0,1e-05,8.48767988965824,0,0,1e-05,1.28693407880441,0,0,1e-05,0.627194026397783,0,0,1e-05,0.913507013150942,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.28839585528073,0,0,1e-05,1.60714423710118,0,0,1e-05,0.794140515076729,0,0,1e-05,0.159307612993619,0,0,1e-05,1.8849403639792,0,0,1e-05,0.746665717002808,0,0,1e-05,6.0510582683011,0,0,1e-05,1.05588886758545,0,0,1e-05,2.00255009648453,-2886.85469038487
11971,5.47749810872254,2.0075729602515,500,1.69202256603517,5.72380117392863,54,1,4,1.4,0.466,5.23,0.87,48,211093.361033829,0.25,1,37,0,0,0,1e-05,1.98791440143051,0,0,1e-05,4.37526149315618,0,0,1e-05,1.13098865853705,0,0,1e-05,2.3207058753278,0,0,1e-05,0.533540176925029,0,0,1e-05,0.937920525283487,0,0,1e-05,0.305194561243401,0,0,1e-05,4.96854941664656,0,0,1e-05,1.42944637930767,0,0,1e-05,2.28055957303834,0,0,1e-05,8.48767988965824,0,0,1e-05,1.28693407880441,0,0,1e-05,0.627194026397783,0,0,1e-05,0.913507013150942,0,0,1e-05,0.140600804068293,0,0,1e-05,0.861450957708483,0,0,1e-05,1.28839585528073,0,0,1e-05,1.60714423710118,0,0,1e-05,0.794140515076729,0,0,1e-05,0.229260147940453,0,0,1e-05,1.82541260816326,0,0,1e-05,0.746665717002808,0,0,1e-05,4.73830880954924,0,0,1e-05,1.01903494137772,0,0,1e-05,1.94084666767725,-2887.24804338588
